PUFC05_AGE,PUFC06_MSTAT,PUFC04_SEX,PUFC07_GRADE,PUFC08_CURSCH,PUFC38_PREVJOB,PUFC31_FLWRK,PUFC30_LOOKW,PUFC34_WYNOT
8,1,2,700,1,-1,-1,-1,-1
41,2,2,700,-1,2,-1,2,7
17,1,1,700,2,-1,-1,-1,-1
8,1,2,700,1,-1,-1,-1,-1
75,3,2,700,-1,1,-1,2,6
53,2,1,700,-1,-1,-1,-1,-1
8,1,2,700,1,-1,-1,-1,-1
22,1,1,700,2,1,-1,2,1
68,2,1,700,-1,1,-1,2,6
29,2,2,700,-1,1,-1,2,7
24,2,2,700,2,1,-1,2,7
13,1,1,700,1,-1,-1,-1,-1
15,1,2,700,2,2,-1,2,8
11,1,1,700,1,-1,-1,-1,-1
42,2,2,700,-1,1,-1,2,7
12,1,1,700,1,-1,-1,-1,-1
64,2,2,700,-1,1,-1,2,6
80,3,2,700,-1,1,-1,2,6
14,1,1,700,1,-1,-1,-1,-1
5,1,1,700,2,-1,-1,-1,-1
47,3,2,700,-1,-1,-1,-1,-1
5,1,1,700,2,-1,-1,-1,-1
35,1,2,700,-1,-1,-1,-1,-1
28,1,1,700,-1,-1,-1,-1,-1
63,2,2,700,-1,1,-1,2,6
40,2,1,700,-1,-1,-1,-1,-1
20,1,1,700,1,-1,-1,-1,-1
16,1,2,700,1,2,-1,2,8
24,1,2,700,2,-1,-1,-1,-1
26,1,1,700,-1,1,-1,2,9
29,2,1,700,-1,-1,-1,-1,-1
54,2,2,700,-1,-1,-1,-1,-1
15,1,2,700,1,2,-1,2,8
31,2,2,700,-1,-1,-1,-1,-1
8,1,2,700,1,-1,-1,-1,-1
14,1,1,700,1,-1,-1,-1,-1
31,2,2,700,-1,1,-1,2,7
27,2,1,700,-1,-1,-1,-1,-1
29,2,1,700,-1,-1,-1,-1,-1
11,1,1,700,1,-1,-1,-1,-1
10,1,2,700,1,-1,-1,-1,-1
30,2,2,700,-1,-1,-1,-1,-1
60,2,2,700,-1,-1,-1,-1,-1
28,4,1,700,-1,-1,-1,-1,-1
6,1,2,700,1,-1,-1,-1,-1
24,2,2,700,2,1,-1,2,7
12,1,1,700,1,-1,-1,-1,-1
19,1,2,700,1,2,1,1,-1
12,1,2,700,1,-1,-1,-1,-1
43,2,2,700,-1,-1,-1,-1,-1
20,1,1,700,2,-1,-1,-1,-1
75,2,1,700,-1,1,-1,2,6
35,2,1,700,-1,-1,-1,-1,-1
13,1,1,700,1,-1,-1,-1,-1
8,1,2,700,1,-1,-1,-1,-1
53,4,2,700,-1,-1,-1,-1,-1
56,1,1,700,-1,-1,-1,-1,-1
26,2,2,700,-1,1,-1,2,7
50,2,2,700,-1,-1,-1,-1,-1
45,2,2,700,-1,1,-1,2,7
7,1,1,700,1,-1,-1,-1,-1
11,1,2,700,1,-1,-1,-1,-1
46,2,1,700,-1,-1,-1,-1,-1
48,2,2,700,-1,-1,-1,-1,-1
37,2,1,700,-1,-1,-1,-1,-1
35,2,1,700,-1,1,-1,2,5
44,3,2,700,-1,-1,-1,-1,-1
24,2,2,700,2,1,-1,2,7
19,2,2,700,2,1,-1,2,7
5,1,1,700,2,-1,-1,-1,-1
66,1,2,700,-1,2,-1,2,6
63,2,2,700,-1,1,-1,2,7
21,1,2,700,2,-1,-1,-1,-1
23,1,2,700,2,1,-1,2,1
16,1,2,700,1,2,-1,2,8
21,2,1,700,2,1,-1,2,1
51,3,2,700,-1,1,-1,2,7
17,1,1,700,1,2,-1,2,8
35,2,2,700,-1,1,-1,2,7
23,2,1,700,2,-1,-1,-1,-1
17,1,1,700,2,2,-1,2,9
55,2,2,700,-1,-1,-1,-1,-1
48,2,1,700,-1,-1,-1,-1,-1
8,1,2,700,1,-1,-1,-1,-1
12,1,1,700,1,-1,-1,-1,-1
73,2,1,700,-1,-1,-1,-1,-1
11,1,2,700,1,-1,-1,-1,-1
36,4,1,700,-1,-1,-1,-1,-1
51,2,2,700,-1,2,-1,2,7
39,2,2,700,-1,-1,-1,-1,-1
40,2,2,700,-1,1,-1,2,7
12,1,2,700,1,-1,-1,-1,-1
48,1,1,700,-1,-1,-1,-1,-1
14,1,1,700,1,-1,-1,-1,-1
33,2,2,700,-1,-1,-1,-1,-1
34,2,1,700,-1,1,2,1,-1
80,2,1,700,-1,-1,-1,-1,-1
50,2,1,700,-1,-1,-1,-1,-1
34,2,1,700,-1,-1,-1,-1,-1
21,2,2,700,2,2,-1,2,7
23,1,1,700,2,-1,-1,-1,-1
43,2,2,700,-1,-1,-1,-1,-1
9,1,2,700,1,-1,-1,-1,-1
21,1,2,700,2,-1,-1,-1,-1
15,1,1,700,2,2,-1,2,8
6,1,1,700,1,-1,-1,-1,-1
30,1,1,700,-1,-1,-1,-1,-1
55,2,1,700,-1,-1,-1,-1,-1
28,2,1,700,-1,-1,-1,-1,-1
14,1,1,700,1,-1,-1,-1,-1
46,2,2,700,-1,-1,-1,-1,-1
56,2,2,700,-1,-1,-1,-1,-1
6,1,2,700,1,-1,-1,-1,-1
71,2,2,700,-1,1,-1,2,6
53,3,1,700,-1,1,-1,2,3
9,1,1,700,1,-1,-1,-1,-1
13,1,2,700,1,-1,-1,-1,-1
31,2,2,700,-1,-1,-1,-1,-1
38,2,1,700,-1,-1,-1,-1,-1
10,1,2,700,1,-1,-1,-1,-1
71,2,1,700,-1,-1,-1,-1,-1
35,2,2,700,-1,-1,-1,-1,-1
23,1,1,700,2,-1,-1,-1,-1
69,1,1,700,-1,-1,-1,-1,-1
55,3,2,700,-1,-1,-1,-1,-1
47,2,2,700,-1,1,-1,2,3
28,1,2,700,-1,-1,-1,-1,-1
35,2,1,700,-1,-1,-1,-1,-1
62,2,1,700,-1,-1,-1,-1,-1
18,1,2,700,2,2,-1,2,6
35,2,2,700,-1,-1,-1,-1,-1
34,2,1,700,-1,-1,-1,-1,-1
35,2,2,700,-1,2,-1,2,7
61,2,1,700,-1,-1,-1,-1,-1
21,1,1,700,2,-1,-1,-1,-1
21,2,1,700,2,-1,-1,-1,-1
59,2,2,700,-1,-1,-1,-1,-1
22,2,1,700,2,-1,-1,-1,-1
5,1,2,700,1,-1,-1,-1,-1
43,2,2,700,-1,-1,-1,-1,-1
10,1,1,700,1,-1,-1,-1,-1
26,1,1,700,-1,-1,-1,-1,-1
55,2,2,700,-1,-1,-1,-1,-1
11,1,1,700,1,-1,-1,-1,-1
7,1,1,700,1,-1,-1,-1,-1
27,1,1,700,-1,-1,-1,-1,-1
52,1,1,700,-1,-1,-1,-1,-1
25,1,2,700,-1,-1,-1,-1,-1
36,2,1,700,-1,-1,-1,-1,-1
8,1,1,700,1,-1,-1,-1,-1
22,1,1,700,2,-1,-1,-1,-1
52,2,2,700,-1,-1,-1,-1,-1
10,1,1,700,1,-1,-1,-1,-1
12,1,2,700,1,-1,-1,-1,-1
73,2,2,700,-1,1,-1,2,6
14,1,2,700,1,-1,-1,-1,-1
22,2,2,700,2,-1,-1,-1,-1
75,2,1,700,-1,1,-1,2,6
52,2,1,700,-1,-1,-1,-1,-1
22,1,1,700,2,1,-1,2,2
26,2,1,700,-1,-1,-1,-1,-1
9,1,2,700,1,-1,-1,-1,-1
23,2,2,700,2,1,-1,2,7
16,3,2,700,1,-1,-1,-1,-1
62,2,2,700,-1,-1,-1,-1,-1
22,1,1,700,1,-1,-1,-1,-1
8,1,1,700,1,-1,-1,-1,-1
10,1,1,700,1,-1,-1,-1,-1
69,3,2,700,-1,-1,-1,-1,-1
29,2,1,700,-1,-1,-1,-1,-1
70,2,2,700,-1,1,-1,2,6
36,1,1,700,-1,-1,-1,-1,-1
22,1,2,700,2,-1,-1,-1,-1
13,1,2,700,1,-1,-1,-1,-1
9,1,2,700,1,-1,-1,-1,-1
17,1,1,700,1,-1,-1,-1,-1
22,2,1,700,2,-1,-1,-1,-1
21,1,2,700,2,2,-1,2,9
8,1,1,700,1,-1,-1,-1,-1
32,2,2,700,-1,1,-1,2,7
73,3,2,700,-1,1,-1,2,6
18,1,1,700,1,2,-1,2,8
22,1,2,700,2,-1,-1,-1,-1
12,1,2,700,1,-1,-1,-1,-1
12,1,2,700,1,-1,-1,-1,-1
24,2,1,700,2,-1,-1,-1,-1
13,1,1,700,1,-1,-1,-1,-1
45,2,2,700,-1,-1,-1,-1,-1
7,1,1,700,1,-1,-1,-1,-1
5,1,2,700,1,-1,-1,-1,-1
63,3,1,700,-1,-1,-1,-1,-1
63,2,1,700,-1,-1,-1,-1,-1
48,2,2,700,-1,1,-1,2,7
30,2,2,700,-1,2,-1,2,7
73,3,2,700,-1,1,-1,2,7
76,1,2,700,-1,-1,-1,-1,-1
40,3,1,700,-1,-1,-1,-1,-1
35,2,2,700,-1,-1,-1,-1,-1
8,1,2,700,1,-1,-1,-1,-1
17,1,1,700,2,-1,-1,-1,-1
21,1,2,700,2,2,1,1,-1
19,2,2,700,2,1,-1,2,9
27,1,1,700,-1,-1,-1,-1,-1
10,1,2,700,1,-1,-1,-1,-1
55,2,2,700,-1,-1,-1,-1,-1
40,1,2,700,-1,-1,-1,-1,-1
37,2,1,700,-1,-1,-1,-1,-1
6,1,1,700,1,-1,-1,-1,-1
66,2,1,700,-1,-1,-1,-1,-1
30,1,2,700,-1,2,-1,2,7
9,1,2,700,1,-1,-1,-1,-1
29,2,2,700,-1,1,-1,2,8
36,1,1,700,-1,1,-1,2,1
30,2,2,700,-1,1,-1,2,7
27,2,1,700,-1,-1,-1,-1,-1
46,4,2,700,-1,-1,-1,-1,-1
31,2,1,700,-1,1,-1,2,5
20,2,2,700,2,1,-1,2,7
50,2,1,700,-1,-1,-1,-1,-1
13,1,1,700,1,-1,-1,-1,-1
20,1,1,700,1,-1,-1,-1,-1
34,2,2,700,-1,1,-1,2,7
22,2,1,700,2,-1,-1,-1,-1
20,1,1,700,2,-1,-1,-1,-1
30,2,2,700,-1,1,-1,2,7
67,1,2,700,-1,1,-1,2,6
48,2,2,700,-1,-1,-1,-1,-1
46,2,1,700,-1,-1,-1,-1,-1
20,2,1,700,2,-1,-1,-1,-1
23,2,2,700,2,2,-1,2,7
33,2,1,700,-1,-1,-1,-1,-1
35,2,2,700,-1,1,-1,2,7
18,1,1,700,1,-1,-1,-1,-1
50,2,2,700,-1,-1,-1,-1,-1
17,1,2,700,1,2,-1,2,8
23,2,2,700,2,2,-1,2,7
8,1,2,700,1,-1,-1,-1,-1
40,2,1,700,-1,-1,-1,-1,-1
8,1,1,700,1,-1,-1,-1,-1
6,1,1,700,1,-1,-1,-1,-1
21,1,2,700,2,-1,-1,-1,-1
55,2,2,700,-1,-1,-1,-1,-1
21,1,1,700,2,-1,-1,-1,-1
59,2,2,700,-1,1,-1,2,7
61,2,2,700,-1,-1,-1,-1,-1
49,2,1,700,-1,-1,-1,-1,-1
8,1,1,700,1,-1,-1,-1,-1
17,1,1,700,1,2,-1,2,8
38,2,1,700,-1,-1,-1,-1,-1
23,1,2,700,2,1,-1,2,1
47,2,1,700,-1,-1,-1,-1,-1
23,2,2,700,2,-1,-1,-1,-1
70,3,2,700,-1,-1,-1,-1,-1
29,2,1,700,-1,1,2,1,-1
27,1,1,700,-1,-1,-1,-1,-1
34,2,1,700,-1,-1,-1,-1,-1
19,1,2,700,2,-1,-1,-1,-1
21,1,1,700,2,2,2,1,-1
23,1,1,700,1,2,-1,2,8
21,1,1,700,2,-1,-1,-1,-1
8,1,1,700,1,-1,-1,-1,-1
23,2,2,700,2,1,-1,2,7
37,2,2,700,-1,1,-1,2,7
7,1,1,700,1,-1,-1,-1,-1
8,1,2,700,1,-1,-1,-1,-1
62,2,1,700,-1,1,-1,2,6
56,2,1,700,-1,-1,-1,-1,-1
40,2,1,700,-1,-1,-1,-1,-1
13,1,1,700,1,-1,-1,-1,-1
59,2,1,700,-1,-1,-1,-1,-1
15,1,1,700,1,2,-1,2,8
29,2,2,700,-1,2,-1,2,7
25,1,1,700,-1,1,-1,2,5
7,1,2,700,1,-1,-1,-1,-1
21,1,2,700,2,1,2,1,-1
6,1,2,700,1,-1,-1,-1,-1
24,2,2,700,2,2,-1,2,7
18,1,2,700,1,2,-1,2,8
38,2,2,700,-1,1,2,1,-1
31,2,1,700,-1,-1,-1,-1,-1
28,4,2,700,-1,-1,-1,-1,-1
43,4,2,700,-1,2,-1,2,7
68,2,1,700,-1,-1,-1,-1,-1
9,1,2,700,1,-1,-1,-1,-1
15,1,1,700,1,2,-1,2,8
42,2,1,700,-1,-1,-1,-1,-1
9,1,1,700,1,-1,-1,-1,-1
60,2,1,700,-1,1,-1,2,6
58,2,2,700,-1,-1,-1,-1,-1
44,2,2,700,-1,-1,-1,-1,-1
55,2,2,700,-1,-1,-1,-1,-1
78,3,1,700,-1,1,-1,2,6
33,2,1,700,-1,-1,-1,-1,-1
5,1,2,700,1,-1,-1,-1,-1
18,2,2,700,2,1,-1,2,7
5,1,2,700,1,-1,-1,-1,-1
9,1,1,700,1,-1,-1,-1,-1
16,1,2,700,1,2,-1,2,8
59,3,2,700,-1,-1,-1,-1,-1
30,2,2,700,-1,1,-1,2,7
22,1,2,700,2,-1,-1,-1,-1
54,1,1,700,-1,-1,-1,-1,-1
5,1,2,700,2,-1,-1,-1,-1
56,2,2,700,-1,-1,-1,-1,-1
79,3,1,700,-1,1,-1,2,6
9,1,2,700,1,-1,-1,-1,-1
52,2,1,700,-1,-1,-1,-1,-1
58,2,2,700,-1,-1,-1,-1,-1
56,2,2,700,-1,-1,-1,-1,-1
15,1,1,700,1,-1,-1,-1,-1
41,2,1,700,-1,-1,-1,-1,-1
13,1,1,700,1,-1,-1,-1,-1
15,1,2,700,1,2,-1,2,8
11,1,2,700,1,-1,-1,-1,-1
37,2,1,700,-1,-1,-1,-1,-1
58,2,1,700,-1,-1,-1,-1,-1
16,1,2,700,1,2,-1,2,8
10,1,2,700,1,-1,-1,-1,-1
23,1,2,700,2,1,-1,2,7
16,1,1,700,1,1,-1,2,8
49,1,2,700,-1,-1,-1,-1,-1
20,1,1,700,2,-1,-1,-1,-1
23,2,1,700,2,-1,-1,-1,-1
55,1,2,700,-1,1,-1,2,7
20,1,1,700,1,-1,-1,-1,-1
50,2,1,700,-1,-1,-1,-1,-1
5,1,2,700,2,-1,-1,-1,-1
59,2,2,700,-1,1,-1,2,7
25,2,2,700,-1,1,-1,2,7
11,1,1,700,1,-1,-1,-1,-1
23,2,1,700,2,1,-1,2,5
55,2,1,700,-1,-1,-1,-1,-1
60,3,2,700,-1,-1,-1,-1,-1
37,1,1,700,-1,-1,-1,-1,-1
13,1,2,700,1,-1,-1,-1,-1
18,1,2,700,1,2,-1,2,8
73,3,1,700,-1,-1,-1,-1,-1
45,2,2,700,-1,-1,-1,-1,-1
30,2,2,700,-1,-1,-1,-1,-1
59,2,2,700,-1,2,-1,2,7
7,1,2,700,1,-1,-1,-1,-1
39,2,2,700,-1,-1,-1,-1,-1
12,1,2,700,1,-1,-1,-1,-1
50,2,1,700,-1,-1,-1,-1,-1
84,3,1,700,-1,1,-1,2,6
60,2,2,700,-1,1,-1,2,7
17,2,2,700,2,2,-1,2,7
21,1,1,700,2,-1,-1,-1,-1
39,1,1,700,-1,-1,-1,-1,-1
7,1,1,700,1,-1,-1,-1,-1
17,1,1,700,1,2,-1,2,8
67,2,1,700,-1,1,-1,2,9
55,2,1,700,-1,-1,-1,-1,-1
44,2,2,700,-1,1,-1,2,7
28,2,2,700,-1,1,-1,2,7
5,1,1,700,1,-1,-1,-1,-1
10,1,2,700,1,-1,-1,-1,-1
21,1,1,700,2,-1,-1,-1,-1
64,1,1,700,-1,1,-1,2,7
16,1,1,700,2,2,-1,2,7
38,2,2,700,-1,-1,-1,-1,-1
27,2,1,700,-1,-1,-1,-1,-1
24,2,1,700,2,-1,-1,-1,-1
37,1,2,700,-1,-1,-1,-1,-1
12,1,1,700,1,-1,-1,-1,-1
38,2,2,700,-1,-1,-1,-1,-1
8,1,1,700,1,-1,-1,-1,-1
31,2,2,700,-1,-1,-1,-1,-1
24,1,2,700,2,2,-1,2,7
50,2,1,700,-1,-1,-1,-1,-1
31,2,1,700,-1,-1,-1,-1,-1
8,1,1,700,1,-1,-1,-1,-1
44,2,1,700,-1,-1,-1,-1,-1
61,2,2,700,-1,1,-1,2,7
26,2,1,700,-1,-1,-1,-1,-1
5,1,1,700,1,-1,-1,-1,-1
12,1,1,700,1,-1,-1,-1,-1
14,1,1,700,1,-1,-1,-1,-1
37,2,2,700,-1,1,-1,2,7
35,1,1,700,-1,-1,-1,-1,-1
52,2,1,700,-1,-1,-1,-1,-1
6,1,2,700,1,-1,-1,-1,-1
51,2,2,700,-1,-1,-1,-1,-1
39,2,2,700,-1,-1,-1,-1,-1
11,1,2,700,1,-1,-1,-1,-1
61,2,2,700,-1,1,-1,2,7
37,2,2,700,-1,-1,-1,-1,-1
50,2,1,700,-1,-1,-1,-1,-1
47,2,1,700,-1,-1,-1,-1,-1
48,2,2,700,-1,-1,-1,-1,-1
13,1,1,700,1,-1,-1,-1,-1
68,3,1,700,-1,-1,-1,-1,-1
45,2,2,700,-1,2,-1,2,7
31,2,2,700,-1,-1,-1,-1,-1
15,1,1,700,1,2,-1,2,8
7,1,2,700,1,-1,-1,-1,-1
7,1,1,700,1,-1,-1,-1,-1
29,1,1,700,-1,-1,-1,-1,-1
35,2,2,700,-1,-1,-1,-1,-1
63,2,2,700,-1,1,-1,2,7
13,1,1,700,1,-1,-1,-1,-1
52,2,2,700,-1,-1,-1,-1,-1
13,1,2,700,1,-1,-1,-1,-1
27,2,1,700,-1,-1,-1,-1,-1
34,2,2,700,-1,-1,-1,-1,-1
23,2,2,700,2,-1,-1,-1,-1
21,2,2,700,2,2,-1,2,7
46,2,2,700,-1,-1,-1,-1,-1
71,2,1,700,-1,-1,-1,-1,-1
7,1,1,700,1,-1,-1,-1,-1
55,2,1,700,-1,1,-1,2,3
40,1,1,700,-1,-1,-1,-1,-1
80,2,2,700,-1,1,-1,2,6
56,2,1,700,-1,-1,-1,-1,-1
32,2,1,700,-1,-1,-1,-1,-1
15,1,1,700,1,2,-1,2,8
71,3,2,700,-1,-1,-1,-1,-1
26,2,2,700,-1,1,-1,2,7
11,1,1,700,1,-1,-1,-1,-1
38,1,2,700,-1,1,-1,2,7
33,2,2,700,-1,-1,-1,-1,-1
64,2,1,700,-1,-1,-1,-1,-1
35,2,1,700,-1,-1,-1,-1,-1
43,2,2,700,-1,-1,-1,-1,-1
28,2,1,700,-1,-1,-1,-1,-1
18,1,1,700,1,1,-1,2,8
85,2,2,700,-1,1,-1,2,6
15,1,2,700,1,-1,-1,-1,-1
11,1,1,700,1,-1,-1,-1,-1
35,2,2,700,-1,1,-1,2,7
9,1,1,700,1,-1,-1,-1,-1
25,1,2,700,-1,1,-1,2,7
23,2,1,700,2,-1,-1,-1,-1
33,2,1,700,-1,-1,-1,-1,-1
15,1,1,700,1,2,-1,2,8
11,1,1,700,1,-1,-1,-1,-1
80,3,2,700,-1,2,-1,2,6
7,1,2,700,1,-1,-1,-1,-1
32,2,1,700,-1,-1,-1,-1,-1
53,2,2,700,-1,2,-1,2,7
56,1,2,700,-1,1,-1,2,7
14,1,1,700,1,-1,-1,-1,-1
9,1,1,700,1,-1,-1,-1,-1
60,2,1,700,-1,-1,-1,-1,-1
5,1,2,700,2,-1,-1,-1,-1
13,1,2,700,1,-1,-1,-1,-1
27,2,1,700,-1,-1,-1,-1,-1
34,2,2,700,-1,-1,-1,-1,-1
57,2,1,700,-1,-1,-1,-1,-1
50,2,2,700,-1,-1,-1,-1,-1
50,4,2,700,-1,-1,-1,-1,-1
30,2,1,700,-1,-1,-1,-1,-1
19,1,1,700,1,2,-1,2,8
32,4,1,700,-1,-1,-1,-1,-1
31,1,2,700,-1,-1,-1,-1,-1
22,1,2,700,2,-1,-1,-1,-1
18,1,1,700,2,-1,-1,-1,-1
24,1,1,700,2,1,2,1,-1
25,2,1,700,-1,-1,-1,-1,-1
19,1,1,700,1,2,-1,2,8
21,2,2,700,2,1,-1,2,9
27,2,2,700,-1,1,-1,2,7
42,2,2,700,-1,-1,-1,-1,-1
14,1,2,700,1,-1,-1,-1,-1
16,1,1,700,2,-1,-1,-1,-1
45,2,2,700,-1,-1,-1,-1,-1
10,1,2,700,1,-1,-1,-1,-1
36,2,1,700,-1,-1,-1,-1,-1
35,1,2,700,-1,2,-1,2,7
8,1,1,700,1,-1,-1,-1,-1
31,2,1,700,-1,-1,-1,-1,-1
67,3,2,700,-1,1,-1,2,6
31,1,1,700,-1,-1,-1,-1,-1
10,1,2,700,1,-1,-1,-1,-1
30,1,1,700,-1,-1,-1,-1,-1
11,1,1,700,1,-1,-1,-1,-1
17,1,2,700,1,2,-1,2,8
32,2,1,700,-1,-1,-1,-1,-1
60,2,1,700,-1,-1,-1,-1,-1
67,2,1,700,-1,-1,-1,-1,-1
20,1,1,700,2,2,-1,2,2
11,1,1,700,2,-1,-1,-1,-1
24,2,1,700,2,-1,-1,-1,-1
55,2,1,700,-1,-1,-1,-1,-1
25,1,1,700,-1,-1,-1,-1,-1
10,1,2,700,1,-1,-1,-1,-1
45,1,1,700,-1,-1,-1,-1,-1
23,4,2,700,2,-1,-1,-1,-1
26,2,1,700,-1,-1,-1,-1,-1
46,2,1,700,-1,-1,-1,-1,-1
25,1,1,700,-1,-1,-1,-1,-1
52,2,2,700,-1,-1,-1,-1,-1
31,2,2,700,-1,1,-1,2,7
15,1,1,700,1,2,-1,2,8
11,1,1,700,1,-1,-1,-1,-1
15,1,1,700,1,2,-1,2,8
11,1,1,700,1,-1,-1,-1,-1
12,1,1,700,1,-1,-1,-1,-1
17,1,1,700,1,2,-1,2,8
39,1,1,700,-1,-1,-1,-1,-1
17,1,2,700,1,2,-1,2,7
8,1,2,700,1,-1,-1,-1,-1
25,1,1,700,-1,2,-1,2,8
9,1,1,700,1,-1,-1,-1,-1
8,1,1,700,1,-1,-1,-1,-1
8,1,2,700,2,-1,-1,-1,-1
27,1,1,700,-1,-1,-1,-1,-1
8,1,1,700,1,-1,-1,-1,-1
76,3,2,700,-1,1,-1,2,6
10,1,1,700,1,-1,-1,-1,-1
16,1,1,700,1,2,-1,2,8
25,2,2,700,-1,1,-1,2,7
48,2,2,700,-1,-1,-1,-1,-1
72,2,1,700,-1,-1,-1,-1,-1
20,1,2,700,2,1,-1,2,5
11,1,1,700,1,-1,-1,-1,-1
19,1,1,700,1,2,-1,2,8
72,2,1,700,-1,1,-1,2,6
34,1,1,700,-1,1,-1,2,8
55,2,1,700,-1,-1,-1,-1,-1
11,1,1,700,1,-1,-1,-1,-1
52,1,2,700,-1,-1,-1,-1,-1
44,2,1,700,-1,-1,-1,-1,-1
13,1,2,700,1,-1,-1,-1,-1
30,2,1,700,-1,-1,-1,-1,-1
37,2,2,700,-1,1,-1,2,7
53,2,1,700,-1,-1,-1,-1,-1
52,2,2,700,-1,-1,-1,-1,-1
74,2,1,700,-1,1,-1,2,6
38,2,1,700,-1,-1,-1,-1,-1
82,2,2,700,-1,1,-1,2,6
47,2,1,700,-1,-1,-1,-1,-1
44,2,2,700,-1,-1,-1,-1,-1
14,1,1,700,1,-1,-1,-1,-1
27,2,2,700,-1,-1,-1,-1,-1
55,2,2,700,-1,-1,-1,-1,-1
24,2,2,700,2,2,-1,2,7
68,2,2,700,-1,1,-1,2,6
42,2,1,700,-1,-1,-1,-1,-1
35,2,2,700,-1,-1,-1,-1,-1
16,1,2,700,2,-1,-1,-1,-1
74,2,1,700,-1,2,-1,2,6
7,1,1,700,1,-1,-1,-1,-1
57,2,2,700,-1,-1,-1,-1,-1
63,2,2,700,-1,1,-1,2,7
30,2,1,700,-1,-1,-1,-1,-1
6,1,1,700,1,-1,-1,-1,-1
22,2,1,700,2,-1,-1,-1,-1
9,1,2,700,1,-1,-1,-1,-1
24,2,2,700,2,1,-1,2,7
15,1,2,700,1,2,-1,2,8
36,2,1,700,-1,-1,-1,-1,-1
18,1,1,700,2,2,-1,2,6
11,1,2,700,1,-1,-1,-1,-1
15,1,2,700,1,2,-1,2,8
52,2,1,700,-1,-1,-1,-1,-1
34,1,2,700,-1,-1,-1,-1,-1
35,2,1,700,-1,-1,-1,-1,-1
72,2,2,700,-1,-1,-1,-1,-1
23,1,1,700,2,-1,-1,-1,-1
13,1,2,700,1,-1,-1,-1,-1
41,2,1,700,-1,-1,-1,-1,-1
33,2,1,700,-1,-1,-1,-1,-1
49,1,2,700,-1,-1,-1,-1,-1
46,2,2,700,-1,-1,-1,-1,-1
19,1,1,700,1,2,-1,2,8
23,2,2,700,2,2,-1,2,8
20,1,2,700,1,2,-1,2,8
59,2,1,700,-1,1,-1,2,7
20,1,2,700,1,-1,-1,-1,-1
44,2,1,700,-1,-1,-1,-1,-1
15,1,2,700,1,2,-1,2,6
33,2,1,700,-1,-1,-1,-1,-1
12,1,2,700,1,-1,-1,-1,-1
54,1,1,700,-1,-1,-1,-1,-1
30,1,1,700,-1,-1,-1,-1,-1
50,2,1,700,-1,-1,-1,-1,-1
22,2,2,700,2,-1,-1,-1,-1
70,3,2,700,-1,2,-1,2,7
36,2,1,700,-1,-1,-1,-1,-1
12,1,2,700,1,-1,-1,-1,-1
14,1,1,700,2,-1,-1,-1,-1
66,2,1,700,-1,-1,-1,-1,-1
37,2,2,700,-1,1,-1,2,7
7,1,2,700,1,-1,-1,-1,-1
28,2,1,700,-1,-1,-1,-1,-1
29,1,2,700,-1,1,-1,2,7
43,2,1,700,-1,-1,-1,-1,-1
14,1,1,700,1,-1,-1,-1,-1
59,2,1,700,-1,-1,-1,-1,-1
59,2,1,700,-1,-1,-1,-1,-1
22,2,2,700,2,2,-1,2,7
31,2,1,700,-1,-1,-1,-1,-1
48,2,2,700,-1,1,-1,2,7
32,2,1,700,-1,-1,-1,-1,-1
6,1,1,700,1,-1,-1,-1,-1
35,2,1,700,-1,-1,-1,-1,-1
75,1,2,700,-1,1,-1,2,4
14,1,1,700,1,-1,-1,-1,-1
27,2,2,700,-1,1,-1,2,7
33,2,1,700,-1,-1,-1,-1,-1
8,1,2,700,1,-1,-1,-1,-1
6,1,2,700,1,-1,-1,-1,-1
17,1,1,700,2,-1,-1,-1,-1
12,1,2,700,1,-1,-1,-1,-1
37,2,2,700,-1,1,-1,2,7
7,1,2,700,1,-1,-1,-1,-1
22,1,1,700,2,-1,-1,-1,-1
55,4,2,700,-1,-1,-1,-1,-1
5,1,1,700,2,-1,-1,-1,-1
5,1,1,700,1,-1,-1,-1,-1
45,2,2,700,-1,-1,-1,-1,-1
21,2,2,700,2,1,-1,2,7
41,2,2,700,-1,1,-1,2,7
58,2,1,700,-1,1,-1,2,6
20,1,2,700,2,2,-1,2,9
63,2,1,700,-1,-1,-1,-1,-1
53,2,2,700,-1,-1,-1,-1,-1
35,2,2,700,-1,-1,-1,-1,-1
11,1,1,700,1,-1,-1,-1,-1
68,2,2,700,-1,2,-1,2,6
47,2,2,700,-1,-1,-1,-1,-1
34,2,2,700,-1,-1,-1,-1,-1
40,1,2,700,-1,1,2,1,-1
17,1,1,700,2,-1,-1,-1,-1
60,3,2,700,-1,1,-1,2,7
28,1,2,700,-1,2,2,1,-1
45,2,1,700,-1,-1,-1,-1,-1
12,1,2,700,1,-1,-1,-1,-1
28,2,1,700,-1,-1,-1,-1,-1
23,1,2,700,2,2,-1,2,2
23,1,2,700,2,-1,-1,-1,-1
32,2,2,700,-1,-1,-1,-1,-1
45,2,1,700,-1,-1,-1,-1,-1
64,2,1,700,-1,-1,-1,-1,-1
36,2,1,700,-1,-1,-1,-1,-1
39,2,1,700,-1,1,-1,2,3
10,1,1,700,1,-1,-1,-1,-1
35,2,2,700,-1,2,-1,2,2
17,1,1,700,2,2,-1,2,7
37,2,1,700,-1,-1,-1,-1,-1
